"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational","CZ error"
"76","238.69698891509373","57.680737277159906","0.037109375","0.03857421875","0.03564453125","2280","0.00023547879927795072","32","0.00023547879927795072","0","0.00023547879927795072","0.00023547879927795072","81:68;61:68","81:0.003005920417591512;61:0.002716181171322468","0.037109375","0.028564453125","Yes","81:0.0020525880442874844;61:0.0024767799622341657"
"77","243.42828090098706","208.77935741903872","0.006103515625","0.0068359375","0.00537109375","2280","0.00026022082688914063","32","0.00026022082688914063","0","0.00026022082688914063","0.00026022082688914063","85:68;65:68","85:0.0026225019870346478;65:0.001960873632602944","0.006103515625","0.014404296875","Yes","85:0.0030590161968076512;65:0.0014686295316988784"
"78","241.2900419279227","38.72449779315652","0.052734375","0.04931640625","0.05615234375","2280","0.0002741648459997344","32","0.0002741648459997344","0","0.0002741648459997344","0.0002741648459997344","69:68;89:68","69:0.0017187350033584237;89:0.0018569168646954681","0.052734375","0.047119140625","Yes","69:0.005071833673305437;89:0.0017062690775856149"
"79","371.2949372926887","101.00478745549344","0.01611328125","0.01318359375","0.01904296875","2280","0.0001775955609568688","32","0.0001775955609568688","0","0.0001775955609568688","0.0001775955609568688","93:68;73:68","93:0.0025687147860490867;73:0.0013865461622077913","0.01611328125","0.01513671875","Yes","93:0.0018091626049250853;73:0.0011600138071158062"
"80","93.20965046799398","117.62263747347382","0.026123046875","0.04150390625","0.0107421875","2280","0.0002123485837623586","32","0.0002123485837623586","0","0.0002123485837623586","0.0002123485837623586","81:68","81:0.0018494228026577075","0.026123046875","0.10546875","Yes","81:0.0016683035467395801"
"81","282.43135741980336","319.91110422948765","0.03271484375","0.05517578125","0.01025390625","2280","0.00025386990825915153","32","0.00025386990825915153","0","0.00025386990825915153","0.00025386990825915153","80:68;82:68;76:68","80:0.0018494228026577075;82:0.002670985413793986;76:0.003005920417591512","0.03271484375","0.01806640625","Yes","80:0.0016683035467395801;82:0.0014895933664428596;76:0.0020525880442874844"
"82","188.34636567588305","200.02233585859838","0.057861328125","0.04248046875","0.0732421875","2280","0.0001467188926142838","32","0.0001467188926142838","0","0.0001467188926142838","0.0001467188926142838","81:68;83:68","81:0.002670985413793986;83:0.0008310101054538055","0.057861328125","0.33935546875","Yes","81:0.0014895933664428596;83:0.0021573921387835204"
"83","199.93137087038494","117.81297465232403","0.1181640625","0.08056640625","0.15576171875","2280","0.00013948683595464966","32","0.00013948683595464966","0","0.00013948683595464966","0.00013948683595464966","96:68;82:68;84:68","96:0.0013154873024359415;82:0.0008310101054538055;84:0.0027662382971467836","0.1181640625","0.12158203125","Yes","82:0.0021573921387835204;84:0.010071636078614193"
"84","186.3134390218148","63.11476090439936","0.03173828125","0.0380859375","0.025390625","2280","0.000524827671558886","32","0.000524827671558886","0","0.000524827671558886","0.000524827671558886","83:68;85:68","83:0.0027662382971467836;85:0.0035955604943858077","0.03173828125","0.0224609375","Yes","83:0.010071636078614193;85:0.0033658447545323045"
"85","59.861875266267205","55.35410794897651","0.014404296875","0.02685546875","0.001953125","2280","0.0004994285117278923","32","0.0004994285117278923","0","0.0004994285117278923","0.0004994285117278923","77:68;86:68;84:68","77:0.0026225019870346478;86:0.004601640309583738;84:0.0035955604943858077","0.014404296875","0.020263671875","Yes","77:0.0030590161968076512;86:0.007404300542315445;84:0.0033658447545323045"
"86","79.73944775847816","18.741662121838466","0.01416015625","0.02001953125","0.00830078125","2280","0.00023398647096633724","32","0.00023398647096633724","0","0.00023398647096633724","0.00023398647096633724","85:68;87:68","85:0.004601640309583738;87:0.008195937454869462","0.01416015625","0.006591796875","Yes","85:0.007404300542315445;87:0.008595987262747573"
"87","89.97717257555277","63.28591266500388","0.01025390625","0.017578125","0.0029296875","2280","0.0003491847376408324","32","0.0003491847376408324","0","0.0003491847376408324","0.0003491847376408324","86:68;88:68;97:68","86:0.008195937454869462;88:0.003061279932139921;97:0.0020709121831650745","0.01025390625","0.00390625","Yes","86:0.008595987262747573;88:0.003732523235482177;97:0.0025419334421139805"
"88","67.79122116444158","12.831054083612683","0.01611328125","0.0205078125","0.01171875","2280","0.00030478414323671725","32","0.00030478414323671725","0","0.00030478414323671725","0.00030478414323671725","87:68;89:68","87:0.003061279932139921;89:0.00250853055182948","0.01611328125","0.002685546875","Yes","87:0.003732523235482177;89:0.002489305267606795"
"89","255.79709856206398","163.15828345596967","0.011962890625","0.02099609375","0.0029296875","2280","0.00019189583019153686","32","0.00019189583019153686","0","0.00019189583019153686","0.00019189583019153686","90:68;88:68;78:68","90:0.0024219804849294757;88:0.00250853055182948;78:0.0018569168646954681","0.011962890625","0.004638671875","Yes","90:0.0017028885113931358;88:0.002489305267606795;78:0.0017062690775856149"
"90","166.0744305642184","97.97859060240329","0.017333984375","0.025390625","0.00927734375","2280","0.00042251164444432064","32","0.00042251164444432064","0","0.00042251164444432064","0.00042251164444432064","89:68;91:68","89:0.0024219804849294757;91:0.002172316795857887","0.017333984375","0.01318359375","Yes","89:0.0017028885113931358;91:0.002906703783740472"
"91","237.94275078884044","112.63311100618874","0.011474609375","0.0068359375","0.01611328125","2280","0.00019882606501486083","32","0.00019882606501486083","0","0.00019882606501486083","0.00019882606501486083","98:68;90:68;92:68","98:0.0015491250466535544;90:0.002172316795857887;92:0.002142069131285923","0.011474609375","0.014404296875","Yes","98:0.002797103367721737;90:0.002906703783740472;92:0.0018640362876737038"
"92","247.2119209190501","253.69649276447169","0.170166015625","0.2451171875","0.09521484375","2280","0.0002564330684670738","32","0.0002564330684670738","0","0.0002564330684670738","0.0002564330684670738","91:68;93:68","91:0.002142069131285923;93:0.001510436957850969","0.170166015625","0.1162109375","Yes","91:0.0018640362876737038;93:0.0015606773835732113"
"93","431.03764046017875","160.1044692154955","0.013916015625","0.01171875","0.01611328125","2280","0.00015894627067251343","32","0.00015894627067251343","0","0.00015894627067251343","0.00015894627067251343","94:68;79:68;92:68","94:0.0015573549079393456;79:0.0025687147860490867;92:0.001510436957850969","0.013916015625","0.016357421875","Yes","94:0.00228328676118425;79:0.0018091626049250853;92:0.0015606773835732113"
"94","169.23123174392703","167.78505109700302","0.0283203125","0.0380859375","0.0185546875","2280","0.00016312350825906297","32","0.00016312350825906297","0","0.00016312350825906297","0.00016312350825906297","93:68;95:68","93:0.0015573549079393456;95:0.0014257651884919953","0.0283203125","0.014404296875","Yes","93:0.00228328676118425;95:0.0059044584883316265"
"95","382.16033397183077","463.89215790408076","0.015380859375","0.013671875","0.01708984375","2280","0.00019313470997664594","32","0.00019313470997664594","0","0.00019313470997664594","0.00019313470997664594","99:68;94:68","99:0.0043026626300904924;94:0.0014257651884919953","0.015380859375","0.003173828125","Yes","99:0.00726798143575999;94:0.0059044584883316265"
"96","239.6954338812072","130.78843028511835","0.469970703125","0.04638671875","0.8935546875","2280","","32","","0","","","83:68;103:68","83:0.0013154873024359415;103:0.0012689251172054994","0.469970703125","0.4375","Yes",""
"97","212.54289284652012","75.28832299998805","0.01513671875","0.02099609375","0.00927734375","2280","0.00015556383621583052","32","0.00015556383621583052","0","0.00015556383621583052","0.00015556383621583052","87:68;107:68","87:0.0020709121831650745;107:0.001326186601455448","0.01513671875","0.010498046875","Yes","87:0.0025419334421139805;107:0.007465454966837232"
"98","174.53644670905533","51.525975515407275","0.01416015625","0.01513671875","0.01318359375","2280","0.0003919862297236626","32","0.0003919862297236626","0","0.0003919862297236626","0.0003919862297236626","91:68;111:68","91:0.0015491250466535544;111:0.0016358181294749696","0.01416015625","0.023681640625","Yes","91:0.002797103367721737;111:0.04564949500427257"
"99","105.54446953983286","91.24535496515992","0.095947265625","0.09912109375","0.0927734375","2280","0.001362470207825024","32","0.001362470207825024","0","0.001362470207825024","0.001362470207825024","115:68;95:68","115:0.04025734047709406;95:0.0043026626300904924","0.095947265625","0.143798828125","Yes","115:0.027897291162991972;95:0.00726798143575999"
"100","214.30815168040914","177.42158566796974","0.01220703125","0.01171875","0.0126953125","2280","0.00021360817612643625","32","0.00021360817612643625","0","0.00021360817612643625","0.00021360817612643625","101:68","101:0.0016432565889480943","0.01220703125","0.045654296875","Yes","101:0.0046209165364077265"
"101","299.8727608285243","194.19608826895038","0.0234375","0.025390625","0.021484375","2280","0.000175606633374764","32","0.000175606633374764","0","0.000175606633374764","0.000175606633374764","100:68;116:68;102:68","100:0.0016432565889480943;116:0.0012250028974114258;102:0.0033417446991872712","0.0234375","0.036865234375","Yes","100:0.0046209165364077265;116:0.009782107093401132;102:0.0015208348975550567"
"102","237.47555889452346","136.608916090606","0.370361328125","0.7138671875","0.02685546875","2280","0.00034288572694346004","32","0.00034288572694346004","0","0.00034288572694346004","0.00034288572694346004","101:68;103:68","101:0.0033417446991872712;103:0.0023288593981842798","0.370361328125","0.482177734375","Yes","101:0.0015208348975550567;103:0.0018665846566752187"
"103","336.4334379231551","77.78809240079875","0.03369140625","0.0283203125","0.0390625","2280","0.00014374134292055222","32","0.00014374134292055222","0","0.00014374134292055222","0.00014374134292055222","104:68;96:68;102:68","104:0.0014771378508157962;96:0.0012689251172054994;102:0.0023288593981842798","0.03369140625","0.03466796875","Yes","104:0.003936438968820566;102:0.0018665846566752187"
"104","224.46612323844684","307.9138661859383","0.011962890625","0.017578125","0.00634765625","2280","0.0003381994850766068","32","0.0003381994850766068","0","0.0003381994850766068","0.0003381994850766068","103:68;105:68","103:0.0014771378508157962;105:0.008196963253773448","0.011962890625","0.008544921875","Yes","103:0.003936438968820566;105:0.0015091515024372726"
"105","155.7378897434615","175.413309140524","0.015869140625","0.017578125","0.01416015625","2280","0.00023257397503994453","32","0.00023257397503994453","0","0.00023257397503994453","0.00023257397503994453","104:68;106:68;117:68","104:0.008196963253773448;106:0.010478569394745119;117:0.008723778883238748","0.015869140625","0.005615234375","Yes","104:0.0015091515024372726;106:0.0027168068207622242;117:0.002012961785255646"
"106","56.14750977960223","89.63578070053183","0.019287109375","0.0283203125","0.01025390625","2280","0.00043733686846706007","32","0.00043733686846706007","0","0.00043733686846706007","0.00043733686846706007","107:68;105:68","107:0.00461160470516872;105:0.010478569394745119","0.019287109375","0.008544921875","Yes","107:0.003759667038840009;105:0.0027168068207622242"
"107","367.4423731765229","370.16841585038014","0.015625","0.00634765625","0.02490234375","2280","0.00014232975422727998","32","0.00014232975422727998","0","0.00014232975422727998","0.00014232975422727998","106:68;108:68;97:68","106:0.00461160470516872;108:0.002301113615273076;97:0.001326186601455448","0.015625","0.0078125","Yes","106:0.003759667038840009;108:0.0016518911931402425;97:0.007465454966837232"
"108","234.31318883383258","188.9168159305878","0.0126953125","0.0146484375","0.0107421875","2280","0.00031168071820232633","32","0.00031168071820232633","0","0.00031168071820232633","0.00031168071820232633","107:68;109:68","107:0.002301113615273076;109:0.0012716376206411695","0.0126953125","0.0126953125","Yes","107:0.0016518911931402425;109:0.001235104330680692"
"109","225.06452663194995","228.7147570553036","0.005615234375","0.0087890625","0.00244140625","2280","0.00014412225469987","32","0.00014412225469987","0","0.00014412225469987","0.00014412225469987","108:68;110:68;118:68","108:0.0012716376206411695;110:0.001316099611027105;118:0.0022567361992021084","0.005615234375","0.001953125","Yes","108:0.001235104330680692;110:0.001872586158014583;118:0.003226172296534574"
"110","145.76740128140312","69.27089038169524","0.009765625","0.009765625","0.009765625","2280","0.00023842960667378477","32","0.00023842960667378477","0","0.00023842960667378477","0.00023842960667378477","109:68;111:68","109:0.001316099611027105;111:0.0019219112434009644","0.009765625","0.005126953125","Yes","109:0.001872586158014583;111:0.0015945840413546797"
"111","296.9684497070206","195.6747006246013","0.02490234375","0.01025390625","0.03955078125","2280","0.00018081058664639883","32","0.00018081058664639883","0","0.00018081058664639883","0.00018081058664639883","112:68;110:68;98:68","112:0.07154498291884473;110:0.0019219112434009644;98:0.0016358181294749696","0.02490234375","0.06591796875","Yes","110:0.0015945840413546797;98:0.04564949500427257"
"112","187.819144813614","260.6305200186602","0.355712890625","0.65869140625","0.052734375","2280","","32","","0","","","111:68;113:68","111:0.07154498291884473","0.355712890625","0.353515625","Yes",""
"113","234.34055684719252","91.58133790060991","0.11328125","0.1279296875","0.0986328125","2280","","32","","0","","","119:68;112:68;114:68","","0.11328125","0.17041015625","Yes","119:0.015983483215504052;114:0.020447953876978148"
"114","226.3752102738657","27.610093436623128","0.016357421875","0.01611328125","0.0166015625","2280","0.0001958315212294313","32","0.0001958315212294313","0","0.0001958315212294313","0.0001958315212294313","115:68;113:68","115:0.0036432214252644923","0.016357421875","0.009765625","Yes","115:0.005818754233667234;113:0.020447953876978148"
"115","289.0055949661685","14.806247513220685","0.038818359375","0.060546875","0.01708984375","2280","0.00040639862323318455","32","0.00040639862323318455","0","0.00040639862323318455","0.00040639862323318455","99:68;114:68","99:0.04025734047709406;114:0.0036432214252644923","0.038818359375","0.052978515625","Yes","99:0.027897291162991972;114:0.005818754233667234"
"116","239.66382560408056","261.82504926178126","0.070068359375","0.13134765625","0.0087890625","2280","0.00025336580316924696","32","0.00025336580316924696","0","0.00025336580316924696","0.00025336580316924696","101:68;121:68","101:0.0012250028974114258;121:0.018346170957462105","0.070068359375","0.073974609375","Yes","101:0.009782107093401132;121:0.014798102194007845"
"117","166.7574129720823","201.90953483714182","0.01611328125","0.01708984375","0.01513671875","2280","0.00016681322387363895","32","0.00016681322387363895","0","0.00016681322387363895","0.00016681322387363895","105:68;125:68","105:0.008723778883238748;125:0.0017464554448697323","0.01611328125","0.0078125","Yes","105:0.002012961785255646;125:0.006168201326856193"
"118","280.8949142306669","159.23695806144156","0.011474609375","0.01171875","0.01123046875","2280","0.0001844029489650254","32","0.0001844029489650254","0","0.0001844029489650254","0.0001844029489650254","109:68;129:68","109:0.0022567361992021084;129:0.0019558657448773553","0.011474609375","0.004150390625","Yes","109:0.003226172296534574;129:0.003981799499981953"
"119","163.88191618414814","191.05300204786062","0.033447265625","0.0341796875","0.03271484375","2280","0.0006658413712818959","32","0.0006658413712818959","0","0.0006658413712818959","0.0006658413712818959","113:68;133:68","133:0.02954468390717155","0.033447265625","0.021240234375","Yes","113:0.015983483215504052;133:0.08164174056245344"
"120","206.34765792327656","127.08098898808235","0.27294921875","0.53369140625","0.01220703125","2280","0.0009721327911287333","32","0.0009721327911287333","0","0.0009721327911287333","0.0009721327911287333","121:68","","0.27294921875","0.01123046875","Yes",""
"121","178.95509565930644","109.92267728640611","0.039794921875","0.041015625","0.03857421875","2280","0.00039636257736573263","32","0.00039636257736573263","0","0.00039636257736573263","0.00039636257736573263","120:68;122:68;116:68","122:0.023027552505037213;116:0.018346170957462105","0.039794921875","0.048828125","Yes","122:0.0290957720456122;116:0.014798102194007845"
"122","334.4771353686318","271.6605965062859","0.017578125","0.015625","0.01953125","2280","0.00020748576397327793","32","0.00020748576397327793","0","0.00020748576397327793","0.00020748576397327793","121:68;123:68","121:0.023027552505037213;123:0.0012843174689426695","0.017578125","0.01416015625","Yes","121:0.0290957720456122;123:0.0012194355269267154"
"123","209.82583569010913","19.271324653227445","0.01025390625","0.009765625","0.0107421875","2280","0.00015070593961857926","32","0.00015070593961857926","0","0.00015070593961857926","0.00015070593961857926","136:68;124:68;122:68","136:0.0019907465792746992;124:0.0014948675589291915;122:0.0012843174689426695","0.01025390625","0.008056640625","Yes","136:0.0023527370359002486;124:0.001151818407165217;122:0.0012194355269267154"
"124","238.647821830286","139.48059348839317","0.012451171875","0.01708984375","0.0078125","2280","0.00016190077869496697","32","0.00016190077869496697","0","0.00016190077869496697","0.00016190077869496697","123:68;125:68","123:0.0014948675589291915;125:0.0013234253686988384","0.012451171875","0.005615234375","Yes","123:0.001151818407165217;125:0.0011293377582360653"
"125","270.988014598806","324.4358169886597","0.04736328125","0.03662109375","0.05810546875","2280","0.0002757639620948566","32","0.0002757639620948566","0","0.0002757639620948566","0.0002757639620948566","117:68;124:68;126:68","117:0.0017464554448697323;124:0.0013234253686988384;126:0.0013421207450725892","0.04736328125","0.261962890625","Yes","117:0.006168201326856193;124:0.0011293377582360653;126:0.0009804948630709465"
"126","187.02871205055345","101.44512986645583","0.0126953125","0.0146484375","0.0107421875","2280","0.0002590953806819928","32","0.0002590953806819928","0","0.0002590953806819928","0.0002590953806819928","127:68;125:68","127:0.0012535738146475794;125:0.0013421207450725892","0.0126953125","0.009765625","Yes","127:0.0009944880246016141;125:0.0009804948630709465"
"127","144.19652657814734","107.26338904461176","0.052978515625","0.04833984375","0.0576171875","2280","0.0003066392141221734","32","0.0003066392141221734","0","0.0003066392141221734","0.0003066392141221734","126:68;128:68;137:68","126:0.0012535738146475794;128:0.0016458606826526;137:0.0014586142434394878","0.052978515625","0.185302734375","Yes","126:0.0009944880246016141;128:0.00203365923754395;137:0.0016209955962787903"
"128","324.0649459288392","53.04546963440165","0.006591796875","0.0107421875","0.00244140625","2280","0.00022704571457281156","32","0.00022704571457281156","0","0.00022704571457281156","0.00022704571457281156","127:68;129:68","127:0.0016458606826526;129:0.0015440822239345675","0.006591796875","0.004638671875","Yes","127:0.00203365923754395;129:0.0018355022586912517"
"129","206.32714834876617","111.13205683127099","0.025146484375","0.04638671875","0.00390625","2280","0.00023270549310893966","32","0.00023270549310893966","0","0.00023270549310893966","0.00023270549310893966","130:68;128:68;118:68","130:0.004391182518287906;128:0.0015440822239345675;118:0.0019558657448773553","0.025146484375","0.035888671875","Yes","130:0.005618300458440112;128:0.0018355022586912517;118:0.003981799499981953"
"130","276.3924185888038","191.8297452377356","0.02587890625","0.0439453125","0.0078125","2280","0.0002799759397721484","32","0.0002799759397721484","0","0.0002799759397721484","0.0002799759397721484","129:68;131:68","129:0.004391182518287906","0.02587890625","0.02880859375","Yes","129:0.005618300458440112"
"131","59.701576955804704","62.81425143680631","0.0693359375","0.072265625","0.06640625","2280","0.0004154954337508615","32","0.0004154954337508615","0","0.0004154954337508615","0.0004154954337508615","138:68;130:68;132:68","138:0.011255903488695235;132:0.0035639240473548106","0.0693359375","0.14404296875","Yes","138:0.0024996534660965686;132:0.009196823505166485"
"132","304.216034908488","217.2384600585749","0.012939453125","0.00830078125","0.017578125","2280","0.00018424724119375284","32","0.00018424724119375284","0","0.00018424724119375284","0.00018424724119375284","133:68;131:68","133:0.0011991500265050303;131:0.0035639240473548106","0.012939453125","0.0146484375","Yes","133:0.0021731805135779825;131:0.009196823505166485"
"133","256.18319642170997","150.6108074288692","0.0068359375","0.00439453125","0.00927734375","2280","0.0003969385227049109","32","0.0003969385227049109","0","0.0003969385227049109","0.0003969385227049109","132:68;134:68;119:68","132:0.0011991500265050303;134:0.003189985553998853;119:0.02954468390717155","0.0068359375","0.0107421875","Yes","132:0.0021731805135779825;134:0.005794780689281992;119:0.08164174056245344"
"134","121.4905303579539","39.01415512385864","0.007568359375","0.0107421875","0.00439453125","2280","0.00019900549706078455","32","0.00019900549706078455","0","0.00019900549706078455","0.00019900549706078455","133:68;135:68","133:0.003189985553998853;135:0.0029410202887165393","0.007568359375","0.00390625","Yes","133:0.005794780689281992;135:0.002778779273498927"
"135","114.15064847401808","132.64475971874836","0.0146484375","0.017578125","0.01171875","2280","0.000617543253142929","32","0.000617543253142929","0","0.000617543253142929","0.000617543253142929","134:68;139:68","134:0.0029410202887165393;139:0.002058522218981035","0.0146484375","0.031005859375","Yes","134:0.002778779273498927;139:0.001963395534481771"
"136","216.60973000768956","293.55619474157226","0.015869140625","0.01953125","0.01220703125","2280","0.0002584900766384182","32","0.0002584900766384182","0","0.0002584900766384182","0.0002584900766384182","123:68;143:68","123:0.0019907465792746992;143:0.0034741942646292767","0.015869140625","0.010498046875","Yes","123:0.0023527370359002486;143:0.0037255906192850685"
"137","280.2224675185698","15.0686435034199","0.0185546875","0.0224609375","0.0146484375","2280","0.0001713178134843982","32","0.0001713178134843982","0","0.0001713178134843982","0.0001713178134843982","147:68;127:68","147:0.0024598675425329675;127:0.0014586142434394878","0.0185546875","0.0107421875","Yes","147:0.0032491745353643298;127:0.0016209955962787903"
"138","320.64575697802167","126.5779419104507","0.01171875","0.01318359375","0.01025390625","2280","0.00010956921477227583","32","0.00010956921477227583","0","0.00010956921477227583","0.00010956921477227583","151:80;131:68","151:0.001069553393834216;131:0.011255903488695235","0.01171875","0.0068359375","Yes","151:0.015303735431800441;131:0.0024996534660965686"
"139","163.01390866919613","18.23594301476377","0.010986328125","0.015625","0.00634765625","2280","0.00024039020444418315","32","0.00024039020444418315","0","0.00024039020444418315","0.00024039020444418315","155:68;135:68","155:0.001061494567656418;135:0.002058522218981035","0.010986328125","0.005615234375","Yes","155:0.004453505569810362;135:0.001963395534481771"
"140","228.88635809828983","293.9219713784253","0.01611328125","0.01318359375","0.01904296875","2280","0.00022703211944496407","32","0.00022703211944496407","0","0.00022703211944496407","0.00022703211944496407","141:68","141:0.001055994829501944","0.01611328125","0.009521484375","Yes","141:0.0011986507454034845"
"141","133.6775252787152","134.76751270597515","0.016845703125","0.02294921875","0.0107421875","2280","0.0002428711218516345","32","0.0002428711218516345","0","0.0002428711218516345","0.0002428711218516345","140:68;142:68","140:0.001055994829501944;142:0.0012638858861721003","0.016845703125","0.003662109375","Yes","140:0.0011986507454034845;142:0.0010069574603439047"
"142","286.73471083864047","156.87289312959757","0.011474609375","0.01416015625","0.0087890625","2280","0.0003458093270042595","32","0.0003458093270042595","0","0.0003458093270042595","0.0003458093270042595","143:68;141:68","143:0.0010515623003150842;141:0.0012638858861721003","0.011474609375","0.006591796875","Yes","143:0.0010094679611429014;141:0.0010069574603439047"
"143","253.75993730334685","43.11854632694101","0.017578125","0.0068359375","0.0283203125","2280","0.00026798569610920185","32","0.00026798569610920185","0","0.00026798569610920185","0.00026798569610920185","142:68;144:68;136:68","142:0.0010515623003150842;144:0.0014501740218422765;136:0.0034741942646292767","0.017578125","0.0810546875","Yes","142:0.0010094679611429014;144:0.0013780325583737651;136:0.0037255906192850685"
"144","212.00621006841075","160.63531261428844","0.012939453125","0.01220703125","0.013671875","2280","0.00011536703400608093","32","0.00011536703400608093","0","0.00011536703400608093","0.00011536703400608093","145:68;143:68","145:0.03290128138712836;143:0.0014501740218422765","0.012939453125","0.004150390625","Yes","145:0.024676261306836172;143:0.0013780325583737651"
"145","202.88805536466901","120.159572071645","0.021728515625","0.01611328125","0.02734375","2280","0.0009594933307400638","32","0.0009594933307400638","0","0.0009594933307400638","0.0009594933307400638","144:68;146:68","144:0.03290128138712836","0.021728515625","0.034423828125","Yes","144:0.024676261306836172"
"146","","","0.50439453125","0.49755859375","0.51123046875","2280","","32","","0","","","145:68;147:68","","0.50439453125","0.5","Yes",""
"147","217.34879711488637","88.50876259039877","0.009033203125","0.009765625","0.00830078125","2280","0.0016166228034474807","32","0.0016166228034474807","0","0.0016166228034474807","0.0016166228034474807","148:68;137:68;146:68","148:0.0026983959436554517;137:0.0024598675425329675","0.009033203125","0.012939453125","Yes","148:0.004015658866312749;137:0.0032491745353643298"
"148","143.84915915030797","65.68312330344256","0.014404296875","0.01904296875","0.009765625","2280","0.000210881280021206","32","0.000210881280021206","0","0.000210881280021206","0.000210881280021206","147:68;149:68","147:0.0026983959436554517;149:0.003182204417718132","0.014404296875","0.0029296875","Yes","147:0.004015658866312749;149:0.003998629419238009"
"149","352.4056828683963","368.7264604015441","0.01123046875","0.0126953125","0.009765625","2280","0.0006356516521800638","32","0.0006356516521800638","0","0.0006356516521800638","0.0006356516521800638","150:68;148:68","150:0.00305002308879071;148:0.003182204417718132","0.01123046875","0.003173828125","Yes","150:0.0023500825590172802;148:0.003998629419238009"
"150","308.57349651430496","384.7559708425072","0.021484375","0.015625","0.02734375","2280","0.0002042575705473336","32","0.0002042575705473336","0","0.0002042575705473336","0.0002042575705473336","149:68;151:68","149:0.00305002308879071;151:0.0015604595169303181","0.021484375","0.01708984375","Yes","149:0.0023500825590172802;151:0.0015871580743005709"
"151","219.45835674873473","210.42408470690782","0.014404296875","0.017578125","0.01123046875","2280","0.00015413206497253229","32","0.00015413206497253229","0","0.00015413206497253229","0.00015413206497253229","138:80;152:68;150:68","138:0.001069553393834216;152:0.0013986637510277067;150:0.0015604595169303181","0.014404296875","0.00390625","Yes","138:0.015303735431800441;152:0.001295555420568778;150:0.0015871580743005709"
"152","308.79370790468977","70.56644997588238","0.02001953125","0.03076171875","0.00927734375","2280","0.0003128246647497944","32","0.0003128246647497944","0","0.0003128246647497944","0.0003128246647497944","151:68;153:68","151:0.0013986637510277067;153:0.0025928966355286687","0.02001953125","0.013427734375","Yes","151:0.001295555420568778;153:0.003355806058293609"
"153","354.7328137616248","299.91317926917986","0.021728515625","0.013671875","0.02978515625","2280","0.00017481604765287001","32","0.00017481604765287001","0","0.00017481604765287001","0.00017481604765287001","152:68;154:68","152:0.0025928966355286687;154:0.0009707076274367565","0.021728515625","0.01171875","Yes","152:0.003355806058293609;154:0.0018951752594548732"
"154","248.00477790771168","159.24782081491486","0.009521484375","0.009765625","0.00927734375","2280","0.00028931455582055304","32","0.00028931455582055304","0","0.00028931455582055304","0.00028931455582055304","153:68;155:68","153:0.0009707076274367565;155:0.0016735698476335326","0.009521484375","0.009033203125","Yes","153:0.0018951752594548732;155:0.0021082552783486808"
"155","170.19346704605323","178.52310986342223","0.01318359375","0.01123046875","0.01513671875","2280","0.00030846016803627113","32","0.00030846016803627113","0","0.00030846016803627113","0.00030846016803627113","139:68;154:68","139:0.001061494567656418;154:0.0016735698476335326","0.01318359375","0.015380859375","Yes","139:0.004453505569810362;154:0.0021082552783486808"