"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","Operational"
"66","197.34490068740266","176.99023163679942","0.010009765625","0.0087890625","0.01123046875","1560","0.0006068072351714699","32","0.0006068072351714699","0","0.0006068072351714699","0.0006068072351714699","65:0.003089353915246895;67:0.0025617437954718048","65:68;67:68","65:0.00284370610134535;67:0.003055230967844047","0.010009765625","Yes"
"67","218.73444060366361","150.83027413297722","0.0389404296875","0.041015625","0.036865234375","1560","0.0004397971189331526","32","0.0004397971189331526","0","0.0004397971189331526","0.0004397971189331526","68:0.0026416836660582976;74:0.001824948948821764;66:0.0025617437954718048","68:88;74:72;66:68","68:0.0021753680442529177;74:0.002616848942815747;66:0.003055230967844047","0.0389404296875","Yes"
"68","180.70347519468862","83.50785717462772","0.0089111328125","0.007080078125","0.0107421875","1560","0.0003289796140359222","32","0.0003289796140359222","0","0.0003289796140359222","0.0003289796140359222","67:0.0026416836660582976;69:0.002332958406024349","67:88;69:68","67:0.0021753680442529177;69:0.002677765032906343","0.0089111328125","Yes"
"69","68.45062975793516","53.49012819342731","0.0401611328125","0.05322265625","0.027099609375","1560","0.000311240687448894","32","0.000311240687448894","0","0.000311240687448894","0.000311240687448894","56:0.003034340812657438;68:0.002332958406024349;70:0.05913458296514898","56:160;68:68;70:68","56:0.003930120430152617;68:0.002677765032906343;70:0.012628468137774157","0.0401611328125","Yes"
"70","54.656081575386416","31.97034565041761","0.0621337890625","0.0537109375","0.070556640625","1560","0.005493040442164443","32","0.005493040442164443","0","0.005493040442164443","0.005493040442164443","69:0.05913458296514898;71:0.03412519855601254","69:68;71:68","69:0.012628468137774157;71:0.012571664918637787","0.0621337890625","Yes"
"71","148.60656164250156","37.53817493825131","0.0439453125","0.05126953125","0.03662109375","1560","0.0004317997869649123","32","0.0004317997869649123","0","0.0004317997869649123","0.0004317997869649123","75:0.002981864979532012;70:0.03412519855601254","75:112;70:68","75:0.0031733619717545236;70:0.012571664918637787","0.0439453125","Yes"
"72","94.75058115564737","69.79927887443706","0.0118408203125","0.012451171875","0.01123046875","1560","0.00043942229109300915","32","0.00043942229109300915","0","0.00043942229109300915","0.00043942229109300915","59:0.00558923779564785;78:0.0035961171097615152","59:68;78:120","59:0.0075417005790093805;78:0.0034050854940736452","0.0118408203125","Yes"
"73","223.80808855116328","63.502548718130505","0.0279541015625","0.0224609375","0.033447265625","1560","0.0006010278197603381","32","0.0006010278197603381","0","0.0006010278197603381","0.0006010278197603381","82:0.0021407519597357594;63:0.0026018809192552284","82:88;63:88","82:0.001955376105388984;63:0.0028369899258746667","0.0279541015625","Yes"
"74","252.35095700463043","137.39662717532548","0.0115966796875","0.00927734375","0.014404296875","1560","0.00033915448924142785","32","0.00033915448924142785","0","0.00033915448924142785","0.00033915448924142785","86:0.001800247933491289;67:0.001824948948821764","86:68;67:72","86:0.001842364048273204;67:0.002616848942815747","0.0115966796875","Yes"
"75","204.6832110708957","137.40160784001424","0.0087890625","0.009033203125","0.008544921875","1560","0.00030335394540385293","32","0.00030335394540385293","0","0.00030335394540385293","0.00030335394540385293","90:0.0016862722400471097;71:0.002981864979532012","90:88;71:112","90:0.0016106292839099534;71:0.0031733619717545236","0.0087890625","Yes"
"76","189.80523611227704","158.94528891619706","0.092529296875","0.016357421875","0.168701171875","1560","0.0001557028366358511","32","0.0001557028366358511","0","0.0001557028366358511","0.0001557028366358511","91:0.003314534847853934;77:0.0019341866141102115","91:68;77:68","91:0.0026807842767397894;77:0.001883139720015553","0.092529296875","Yes"
"77","199.6058490617375","149.13643965454165","0.028564453125","0.0205078125","0.03662109375","1560","0.00021643966585180728","32","0.00021643966585180728","0","0.00021643966585180728","0.00021643966585180728","78:0.0024601745455595514;76:0.0019341866141102115","78:68;76:68","78:0.0033054055096879142;76:0.001883139720015553","0.028564453125","Yes"
"78","96.27670485573347","88.92078120267966","0.046875","0.05224609375","0.04150390625","1560","0.000478077850002336","32","0.000478077850002336","0","0.000478077850002336","0.000478077850002336","77:0.0024601745455595514;79:0.009742705051484252;72:0.0035961171097615152","77:68;79:88;72:120","77:0.0033054055096879142;79:0.007159129694509603;72:0.0034050854940736452","0.046875","Yes"
"79","117.18061922926134","128.3249039891391","0.037841796875","0.06884765625","0.0068359375","1560","0.00256316799017196","32","0.00256316799017196","0","0.00256316799017196","0.00256316799017196","78:0.009742705051484252;80:0.009883422086902877","78:88;80:68","78:0.007159129694509603;80:0.007031197963750457","0.037841796875","Yes"
"80","158.9058221949961","27.063927436583906","0.024658203125","0.0234375","0.02587890625","1560","0.000193676913374241","32","0.000193676913374241","0","0.000193676913374241","0.000193676913374241","81:0.002708368614322637;92:0.0013882900943885945;79:0.009883422086902877","81:68;92:68;79:68","81:0.0021874805523076357;92:0.001985053599677128;79:0.007031197963750457","0.024658203125","Yes"
"81","116.26846360296297","115.85994435261613","0.0078125","0.004150390625","0.011474609375","1560","0.000408232149719263","32","0.000408232149719263","0","0.000408232149719263","0.000408232149719263","80:0.002708368614322637;82:0.0015405855951002578","80:68;82:68","80:0.0021874805523076357;82:0.001941068427152387","0.0078125","Yes"
"82","239.49462956316336","138.58908738579024","0.1239013671875","0.12255859375","0.125244140625","1560","0.00014194228669604355","32","0.00014194228669604355","0","0.00014194228669604355","0.00014194228669604355","81:0.0015405855951002578;83:0.0023395609066883816;73:0.0021407519597357594","81:68;83:68;73:88","81:0.001941068427152387;83:0.009496401664021437;73:0.001955376105388984","0.1239013671875","Yes"
"83","91.79644877922674","80.23632797258165","0.0206298828125","0.012451171875","0.02880859375","1560","0.0005285413440409893","32","0.0005285413440409893","0","0.0005285413440409893","0.0005285413440409893","82:0.0023395609066883816;84:0.003731765567939971","82:68;84:108","82:0.009496401664021437;84:0.005667122436267297","0.0206298828125","Yes"
"84","71.81826797725726","63.177907348057865","0.0787353515625","0.09033203125","0.067138671875","1560","0.0005167487184741013","32","0.0005167487184741013","0","0.0005167487184741013","0.0005167487184741013","93:0.008311769489472931;83:0.003731765567939971","93:68;83:108;85:88","93:0.0064628513969809676;83:0.005667122436267297","0.0787353515625","Yes"
"85","3.0153037892801535","5.035610224232128","0.035400390625","0.060302734375","0.010498046875","1560","0.004535814697793723","32","0.004535814697793723","0","0.004535814697793723","0.004535814697793723","86:0.0330028892574121","86:68;84:88","86:0.017453470068397703","0.035400390625","Yes"
"86","174.66302170587477","97.89590283541825","0.2330322265625","0.41015625","0.055908203125","1560","0.00019978895483750985","32","0.00019978895483750985","0","0.00019978895483750985","0.00019978895483750985","85:0.0330028892574121;74:0.001800247933491289;87:0.0016571453905572242","85:68;74:68;87:68","85:0.017453470068397703;74:0.001842364048273204;87:0.0015549245958823288","0.2330322265625","Yes"
"87","262.34027311198275","233.86354311748102","0.0087890625","0.00830078125","0.00927734375","1560","0.0003496192181689001","32","0.0003496192181689001","0","0.0003496192181689001","0.0003496192181689001","86:0.0016571453905572242;88:0.0018207722965981055","86:68;88:68","86:0.0015549245958823288;88:0.0020595009410352694","0.0087890625","Yes"
"88","278.837856548613","270.07225255265575","0.1064453125","0.115234375","0.09765625","1560","0.000279791680197589","32","0.000279791680197589","0","0.000279791680197589","0.000279791680197589","94:0.0021215295665113487;87:0.0018207722965981055;89:0.0036986036315370674","94:76;87:68;89:68","94:0.0022600970640936635;87:0.0020595009410352694;89:0.003793347224594762","0.1064453125","Yes"
"89","189.382288223951","150.91369761335793","0.091552734375","0.098876953125","0.084228515625","1560","0.0008327149767256649","32","0.0008327149767256649","0","0.0008327149767256649","0.0008327149767256649","90:0.002835224522281521;88:0.0036986036315370674","90:68;88:68","90:0.002856732709944826;88:0.003793347224594762","0.091552734375","Yes"
"90","255.96855434946605","244.88110144711007","0.03369140625","0.013671875","0.0537109375","1560","0.0003167418610844153","32","0.0003167418610844153","0","0.0003167418610844153","0.0003167418610844153","75:0.0016862722400471097;89:0.002835224522281521","75:88;89:68","75:0.0016106292839099534;89:0.002856732709944826","0.03369140625","Yes"
"91","192.9578349426909","98.87992770996928","0.0145263671875","0.01171875","0.016357421875","1560","0.0003200862232939991","32","0.0003200862232939991","0","0.0003200862232939991","0.0003200862232939991","95:0.003366724482020661;76:0.003314534847853934","95:148;76:68","95:0.0033576288028031864;76:0.0026807842767397894","0.0145263671875","Yes"
"92","28.619762564039256","44.318016468393644","0.0054931640625","0.0078125","0.003173828125","1560","0.00046952373270413143","32","0.00046952373270413143","0","0.00046952373270413143","0.00046952373270413143","99:0.002183032394291795;80:0.0013882900943885945","99:68;80:68","99:0.0025440726531475444;80:0.001985053599677128","0.0054931640625","Yes"
"93","170.1684718517493","132.1700454996769","0.014892578125","0.019287109375","0.010498046875","1560","0.00015748358787095697","32","0.00015748358787095697","0","0.00015748358787095697","0.00015748358787095697","84:0.008311769489472931;103:0.0029157320707318135","84:68;103:68","84:0.0064628513969809676;103:0.002400280592537607","0.014892578125","Yes"
"94","299.62881408519604","246.60845185026906","0.0152587890625","0.015625","0.014892578125","1560","0.0002946699317283927","32","0.0002946699317283927","0","0.0002946699317283927","0.0002946699317283927","88:0.0021215295665113487;107:0.0027994538080551024","88:76;107:104","88:0.0022600970640936635;107:0.0024353669036991377","0.0152587890625","Yes"
"95","165.88580115858937","190.70957495449287","0.0198974609375","0.017822265625","0.02197265625","1560","0.00025530618658280147","32","0.00025530618658280147","0","0.00025530618658280147","0.00025530618658280147","91:0.003366724482020661;96:0.0020728532040400205","91:148;96:68","91:0.0033576288028031864;96:0.0018113190114268651","0.0198974609375","Yes"
"96","234.8966781133159","161.06693796246316","0.00830078125","0.009765625","0.0068359375","1560","0.0001355445771473348","32","0.0001355445771473348","0","0.0001355445771473348","0.0001355445771473348","97:0.006820169281093691;95:0.0020728532040400205","97:68;95:68","97:0.005480388247552037;95:0.0018113190114268651","0.00830078125","Yes"
"97","210.5400606660546","207.9386852199466","0.0966796875","0.097900390625","0.095458984375","1560","0.0002719950921059548","32","0.0002719950921059548","0","0.0002719950921059548","0.0002719950921059548","96:0.006820169281093691;110:0.003220669989106806;98:0.0024362473973950916","96:68;110:88;98:68","96:0.005480388247552037;110:0.0027539813065732;98:0.0029836834788340705","0.0966796875","Yes"
"98","268.23680943280743","69.58175145118304","0.026611328125","0.045654296875","0.007568359375","1560","0.0003202270079514535","32","0.0003202270079514535","0","0.0003202270079514535","0.0003202270079514535","97:0.0024362473973950916;99:0.0019415333754534136","97:68;99:68","97:0.0029836834788340705;99:0.0030487316905957462","0.026611328125","Yes"
"99","36.82230064699674","53.70818772881519","0.03271484375","0.03125","0.0341796875","1560","0.00026470619560767694","32","0.00026470619560767694","0","0.00026470619560767694","0.00026470619560767694","100:0.002343742008417138;92:0.002183032394291795;98:0.0019415333754534136","100:68;92:68;98:68","100:0.0030601295945613116;92:0.0025440726531475444;98:0.0030487316905957462","0.03271484375","Yes"
"100","191.87593708151982","170.82655695778675","0.039306640625","0.03369140625","0.044921875","1560","0.00029041609604947013","32","0.00029041609604947013","0","0.00029041609604947013","0.00029041609604947013","99:0.002343742008417138;101:0.002284795219041208","99:68;101:88","99:0.0030601295945613116;101:0.0022618834984207137","0.039306640625","Yes"
"101","198.2959761566426","96.60880320159747","0.074462890625","0.0732421875","0.07568359375","1560","0.00019015837139470685","32","0.00019015837139470685","0","0.00019015837139470685","0.00019015837139470685","100:0.002284795219041208;102:0.002274382653133955;111:0.002999342717115966","100:88;102:68;111:108","100:0.0022618834984207137;102:0.0016781089607360855;111:0.003245944957111835","0.074462890625","Yes"
"102","207.40015993529738","33.00945667970499","0.02001953125","0.01318359375","0.02685546875","1560","0.0002626054218595675","32","0.0002626054218595675","0","0.0002626054218595675","0.0002626054218595675","101:0.002274382653133955;103:0.0019018648374828084","101:68;103:68","101:0.0016781089607360855;103:0.0017040007377276678","0.02001953125","Yes"
"103","314.7841597832534","88.3165267575446","0.0347900390625","0.037109375","0.032470703125","1560","0.0001650178406749843","32","0.0001650178406749843","0","0.0001650178406749843","0.0001650178406749843","104:0.011319140915248715;93:0.0029157320707318135;102:0.0019018648374828084","104:68;93:68;102:68","104:0.007133294125048317;93:0.002400280592537607;102:0.0017040007377276678","0.0347900390625","Yes"
"104","103.16393348235694","13.148274890965572","0.0257568359375","0.03759765625","0.013916015625","1560","0.0024813265252087283","32","0.0024813265252087283","0","0.0024813265252087283","0.0024813265252087283","103:0.011319140915248715;105:0.007283017295362626","103:68;105:104","103:0.007133294125048317;105:0.008251124636608348","0.0257568359375","Yes"
"105","117.25283856135115","64.53462194812182","0.1160888671875","0.147216796875","0.0849609375","1560","0.0019375620240944832","32","0.0019375620240944832","0","0.0019375620240944832","0.0019375620240944832","104:0.007283017295362626;106:0.007399050907982124;112:0.0045486935915460824","104:104;106:68;112:68","104:0.008251124636608348;106:0.007235390213710113;112:0.00471673510256812","0.1160888671875","Yes"
"106","123.71307998629118","141.13961048655267","0.1131591796875","0.145263671875","0.0810546875","1560","0.001391469619314342","32","0.001391469619314342","0","0.001391469619314342","0.001391469619314342","107:0.005908746937955289;105:0.007399050907982124","107:68;105:68","107:0.005095152028863903;105:0.007235390213710113","0.1131591796875","Yes"
"107","239.45534635275274","223.94347068252256","0.031982421875","0.02880859375","0.03515625","1560","0.00015615974153318282","32","0.00015615974153318282","0","0.00015615974153318282","0.00015615974153318282","106:0.005908746937955289;108:0.00279212643810689;94:0.0027994538080551024","106:68;108:68;94:104","106:0.005095152028863903;108:0.002360557414848252;94:0.0024353669036991377","0.031982421875","Yes"
"108","69.81102852964219","103.9822740606964","0.019287109375","0.0068359375","0.025634765625","1560","0.00038643511473016696","32","0.00038643511473016696","0","0.00038643511473016696","0.00038643511473016696","107:0.00279212643810689;109:0.002300000747512382","107:68;109:68","107:0.002360557414848252;109:0.002605228436483642","0.019287109375","Yes"
"109","217.71173208600865","233.4881714009797","0.0570068359375","0.038330078125","0.07568359375","1560","0.00036531057368672886","32","0.00036531057368672886","0","0.00036531057368672886","0.00036531057368672886","113:0.003099432217630288;108:0.002300000747512382","113:68;108:68","113:0.0024581514016956962;108:0.002605228436483642","0.0570068359375","Yes"
"110","166.94129192463654","119.16020053116598","0.0108642578125","0.0087890625","0.012939453125","1560","0.0007147887572571061","32","0.0007147887572571061","0","0.0007147887572571061","0.0007147887572571061","116:0.00372229099609947;97:0.003220669989106806","116:80;97:88","116:0.003612107505012674;97:0.0027539813065732","0.0108642578125","Yes"
"111","175.07879581796732","96.29895244536384","0.0126953125","0.0087890625","0.0166015625","1560","0.00021420726096149924","32","0.00021420726096149924","0","0.00021420726096149924","0.00021420726096149924","120:0.00328080131318223;101:0.002999342717115966","120:128;101:108","120:0.0032874050890618622;101:0.003245944957111835","0.0126953125","Yes"
"112","213.9923526382952","169.54208523896574","0.0108642578125","0.0068359375","0.014892578125","1560","0.00023382011026827819","32","0.00023382011026827819","0","0.00023382011026827819","0.00023382011026827819","124:0.0012051883445849954;105:0.0045486935915460824","124:68;105:68","124:0.001417487182537286;105:0.00471673510256812","0.0108642578125","Yes"
"113","135.6600207585463","122.70094569299532","0.0394287109375","0.031982421875","0.046875","1560","0.0005676876132865593","32","0.0005676876132865593","0","0.0005676876132865593","0.0005676876132865593","109:0.003099432217630288;128:0.0020712634364678517","109:68;128:68","109:0.0024581514016956962;128:0.0021430667114931967","0.0394287109375","Yes"
"114","140.5329568532953","110.58622997311225","0.0693359375","0.01416015625","0.12451171875","1560","0.0002153697501586796","32","0.0002153697501586796","0","0.0002153697501586796","0.0002153697501586796","129:0.002818242210261973;115:0.0025186320314756483","129:68;115:104","129:0.003764195632059514;115:0.0034918745014657637","0.0693359375","Yes"
"115","127.90897462116972","106.80694603837637","0.130859375","0.108154296875","0.153564453125","1560","0.0005585511513751815","64","0.0005585511513751815","0","0.0005585511513751815","0.0005585511513751815","114:0.0025186320314756483;116:0.003374467845708412","114:104;116:136","114:0.0034918745014657637;116:0.0032465591448360143","0.130859375","Yes"
"116","163.647158613331","104.45381318397943","0.059814453125","0.044921875","0.07470703125","1560","0.0002679855110594189","32","0.0002679855110594189","0","0.0002679855110594189","0.0002679855110594189","110:0.00372229099609947;115:0.003374467845708412;117:0.0391823482039754","110:80;115:136;117:68","110:0.003612107505012674;115:0.0032465591448360143;117:0.024195610042391485","0.059814453125","Yes"
"117","76.63325383498444","62.98452991912734","0.0084228515625","0.01611328125","0.000732421875","1560","0.0003445796776984827","32","0.0003445796776984827","0","0.0003445796776984827","0.0003445796776984827","116:0.0391823482039754;118:0.016414666368870817","116:68;118:68","116:0.024195610042391485;118:0.010531314287934274","0.0084228515625","Yes"
"118","218.0332749533216","196.9836381213495","0.1080322265625","0.0810546875","0.135009765625","1560","0.00033427489082908825","32","0.00033427489082908825","0","0.00033427489082908825","0.00033427489082908825","119:0.0032673098745482076;130:0.0016880240626375165;117:0.016414666368870817","119:68;130:68;117:68","119:0.0030203520363751013;130:0.002037810018220121;117:0.010531314287934274","0.1080322265625","Yes"
"119","330.6958415133663","175.5175886860778","0.025390625","0.027099609375","0.023681640625","1560","0.00047365176194669054","32","0.00047365176194669054","0","0.00047365176194669054","0.00047365176194669054","118:0.0032673098745482076;120:0.0017032510235758247","118:68;120:68","118:0.0030203520363751013;120:0.001626407516230638","0.025390625","Yes"
"120","131.43252826066038","102.39964084093266","0.038818359375","0.03125","0.04638671875","1560","0.00024233271988309554","32","0.00024233271988309554","0","0.00024233271988309554","0.00024233271988309554","119:0.0017032510235758247;121:0.00171361586433591;111:0.00328080131318223","119:68;121:80;111:128","119:0.001626407516230638;121:0.002283072195647412;111:0.0032874050890618622","0.038818359375","Yes"
"121","251.1348963014508","112.10158938451612","0.029052734375","0.02001953125","0.0380859375","1560","0.00018838610902113063","32","0.00018838610902113063","0","0.00018838610902113063","0.00018838610902113063","120:0.00171361586433591;122:0.006595151104689501","120:80;122:68","120:0.002283072195647412;122:0.005371541074967345","0.029052734375","Yes"
"122","190.9648116645258","132.46351064694025","0.0467529296875","0.03662109375","0.056884765625","1560","0.00040224874199706624","32","0.00040224874199706624","0","0.00040224874199706624","0.00040224874199706624","131:0.0024168283665253476;121:0.006595151104689501;123:0.007203315132783411","131:68;121:68;123:68","131:0.005438910043473882;121:0.005371541074967345;123:0.016853213912874976","0.0467529296875","Yes"
"123","45.35882895265957","54.2916114180992","0.0498046875","0.071533203125","0.028076171875","1560","0.001924053166316029","32","0.001924053166316029","0","0.001924053166316029","0.001924053166316029","124:0.018683076004287258;122:0.007203315132783411","124:68;122:68","124:0.01327056619124431;122:0.016853213912874976","0.0498046875","Yes"
"124","217.1445320535658","123.19054377640929","0.0931396484375","0.08837890625","0.097900390625","1560","0.00019065265464075445","32","0.00019065265464075445","0","0.00019065265464075445","0.00019065265464075445","112:0.0012051883445849954;123:0.018683076004287258;125:0.0017219483645015965","112:68;123:68;125:108","112:0.001417487182537286;123:0.01327056619124431;125:0.0027471241497462606","0.0931396484375","Yes"
"125","252.02800534892557","224.2274962805476","0.026611328125","0.03076171875","0.0283203125","1560","0.00016430473868317189","32","0.00016430473868317189","0","0.00016430473868317189","0.00016430473868317189","124:0.0017219483645015965;126:0.0013279400143970388","124:108;126:68","124:0.0027471241497462606;126:0.0022373522058093676","0.026611328125","Yes"
"126","185.79174799626568","214.09343233169142","0.0489501953125","0.046875","0.051025390625","1560","0.00023779615218794115","32","0.00023779615218794115","0","0.00023779615218794115","0.00023779615218794115","132:0.0019428033997551386;127:0.003039837962422326;125:0.0013279400143970388","132:68;127:68;125:68","132:0.001898122677202907;127:0.0027078014177283616;125:0.0022373522058093676","0.0489501953125","Yes"
"127","97.48512304974943","77.71381127543408","0.1795654296875","0.156005859375","0.203125","1560","0.00034153774342973535","32","0.00034153774342973535","0","0.00034153774342973535","0.00034153774342973535","126:0.003039837962422326;128:0.002557407893591268","126:68;128:68","126:0.0027078014177283616;128:0.0022685330364988765","0.1795654296875","Yes"
"128","212.99508930907098","155.5562137700962","0.0411376953125","0.02978515625","0.052490234375","1560","0.00021943770405224967","32","0.00021943770405224967","0","0.00021943770405224967","0.00021943770405224967","113:0.0020712634364678517;127:0.002557407893591268","113:68;127:68","113:0.0021430667114931967;127:0.0022685330364988765","0.0411376953125","Yes"
"129","196.01884753918196","125.9046106058486","0.0406494140625","0.033935546875","0.04736328125","1560","0.0007238581469134304","32","0.0007238581469134304","0","0.0007238581469134304","0.0007238581469134304","114:0.002818242210261973","114:68","114:0.003764195632059514","0.0406494140625","Yes"
"130","206.8289316610547","230.80106141092978","0.0118408203125","0.01025390625","0.013427734375","1560","0.000425202389777856","32","0.000425202389777856","0","0.000425202389777856","0.000425202389777856","118:0.0016880240626375165","118:68","118:0.002037810018220121","0.0118408203125","Yes"
"131","267.74150067188725","137.51933233873302","0.0093994140625","0.006103515625","0.0126953125","1560","0.00034159201289823927","32","0.00034159201289823927","0","0.00034159201289823927","0.00034159201289823927","122:0.0024168283665253476","122:68","122:0.005438910043473882","0.0093994140625","Yes"
"132","162.88530620033242","193.8073376329261","0.0338134765625","0.056396484375","0.01123046875","1560","0.000512236470993348","32","0.000512236470993348","0","0.000512236470993348","0.000512236470993348","126:0.0019428033997551386","126:68","126:0.001898122677202907","0.0338134765625","Yes"